page,status,score,severity,category,check,message,evidence
_backups/fase1/index.html,FAIL,82,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/index.html,FAIL,82,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/morro-da-urca.html,FAIL,82,WARN,SEO,title_length,Title fora da faixa ideal.,Morro da Urca — Restaurante Embaixada Carioca | Vista para o Pão de Açúcar
_backups/fase1/morro-da-urca.html,FAIL,82,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/morro-da-urca.html,FAIL,82,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/morro-da-urca.html,FAIL,82,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/morro-da-urca.html,FAIL,82,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/parque-bondinho-pao-de-acucar.html,WARN,94,WARN,SEO,meta_description_length,Meta description fora da faixa ideal.,"Onde comer no Pão de Açúcar e no Parque Bondinho: a Embaixada Carioca fica no Morro da Urca, primeira parada do bondinho, com café da manhã, almoço brasileiro, feijoada premiada, caipirinhas e vista direta para o Pão de "
_backups/fase1/parque-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/parque-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/parque-bondinho.html,FAIL,74,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase1/parque-bondinho.html,FAIL,74,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase1/parque-bondinho.html,FAIL,74,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/parque-bondinho.html,FAIL,74,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/parque-bondinho.html,FAIL,74,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/restaurante-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/restaurante-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/restaurantes-romanticos-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/restaurantes-romanticos-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase1/roteiro-meio-dia-urca-pao-de-acucar.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase1/roteiro-meio-dia-urca-pao-de-acucar.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase1/roteiro-meio-dia-urca-pao-de-acucar.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/cafe-da-manha-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/cafe-da-manha-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/cafe-da-manha.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/cafe-da-manha.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/cafe-da-manha.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/caipirinha-com-vista-rio.html,FAIL,86,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/contato.html,FAIL,88,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/contato.html,FAIL,88,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/breakfast-with-a-view-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/breakfast-with-a-view-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/caipirinha-com-vista-rio.html,FAIL,86,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/en/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/contato.html,FAIL,88,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/en/contato.html,FAIL,88,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/eventos.html,FAIL,74,FAIL,SEO,title,Página sem title válido.,
_backups/fase2/en/eventos.html,FAIL,74,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase2/en/eventos.html,FAIL,74,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/eventos.html,FAIL,74,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/eventos.html,FAIL,74,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/gastronomia-carioca.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/gastronomia-carioca.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/gastronomia-carioca.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/guia-do-rio.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/guia-do-rio.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/guia-do-rio.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/index.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/en/index.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/index.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/index.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/morro-da-urca.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/en/morro-da-urca.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/morro-da-urca.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/morro-da-urca.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/nossa-visao.html,FAIL,88,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/en/nossa-visao.html,FAIL,88,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/parque-bondinho.html,FAIL,74,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase2/en/parque-bondinho.html,FAIL,74,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/en/parque-bondinho.html,FAIL,74,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/parque-bondinho.html,FAIL,74,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/parque-bondinho.html,FAIL,74,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/restaurant-at-urca-hill.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/restaurant-at-urca-hill.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/restaurants-near-sugarloaf-mountain.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/restaurants-near-sugarloaf-mountain.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase2/en/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/en/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/sugarloaf-cable-car-park.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/sugarloaf-cable-car-park.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/sugarloaf-cable-car-restaurant.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/sugarloaf-cable-car-restaurant.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/en/where-to-eat-near-sugarloaf.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/en/where-to-eat-near-sugarloaf.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/almoco-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/cafe-da-manha-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/caipirinha-com-vista-rio.html,FAIL,86,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/es/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/caipirinha-com-vista-rio.html,FAIL,86,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/contato.html,FAIL,88,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/es/contato.html,FAIL,88,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/desayuno-con-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/desayuno-con-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/donde-comer-cerca-del-pan-de-azucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/donde-comer-cerca-del-pan-de-azucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/eventos.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/eventos.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/eventos.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/gastronomia-carioca.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/gastronomia-carioca.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/gastronomia-carioca.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/guia-do-rio.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/guia-do-rio.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/guia-do-rio.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/index.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/es/index.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/index.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/index.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/morro-da-urca.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/es/morro-da-urca.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/morro-da-urca.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/morro-da-urca.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/nossa-visao.html,FAIL,88,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/es/nossa-visao.html,FAIL,88,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,FAIL,84,FAIL,SEO,title,Página sem title válido.,
_backups/fase2/es/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/parque-bondinho-pan-de-azucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/parque-bondinho-pan-de-azucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/parque-bondinho.html,FAIL,74,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase2/es/parque-bondinho.html,FAIL,74,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/es/parque-bondinho.html,FAIL,74,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/parque-bondinho.html,FAIL,74,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/parque-bondinho.html,FAIL,74,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/restaurante-bondinho-pan-de-azucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/restaurante-bondinho-pan-de-azucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/restaurante-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/restaurante-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/restaurantes-cerca-del-pan-de-azucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/restaurantes-cerca-del-pan-de-azucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/es/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase2/es/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/es/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/es/roteiro-meio-dia-urca-pao-de-acucar.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/feijoada-com-vista-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/gastronomia-carioca.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/gastronomia-carioca.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/gastronomia-carioca.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/guia-do-rio.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/guia-do-rio.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/guia-do-rio.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/index.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/index.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/index.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/index.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/morro-da-urca.html,FAIL,84,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/morro-da-urca.html,FAIL,84,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/morro-da-urca.html,FAIL,84,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/morro-da-urca.html,FAIL,84,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/nossa-visao.html,FAIL,88,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/nossa-visao.html,FAIL,88,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/o-que-fazer-depois-do-bondinho-pao-de-acucar.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/onde-comer-no-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/onde-comer-no-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/parque-bondinho-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/parque-bondinho-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/parque-bondinho.html,FAIL,64,FAIL,SEO,title,Página sem title válido.,
_backups/fase2/parque-bondinho.html,FAIL,64,FAIL,SEO,meta_description,Página sem meta description.,
_backups/fase2/parque-bondinho.html,FAIL,64,FAIL,SEO_SCHEMA,restaurant_type_array,Restaurant misturado em @type array.,
_backups/fase2/parque-bondinho.html,FAIL,64,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/parque-bondinho.html,FAIL,64,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/parque-bondinho.html,FAIL,64,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/por-do-sol-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/restaurante-bondinho-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/restaurante-bondinho-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/restaurante-morro-da-urca.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/restaurante-morro-da-urca.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/restaurantes-perto-do-pao-de-acucar.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/restaurantes-perto-do-pao-de-acucar.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/restaurantes-romanticos-rio-de-janeiro.html,WARN,96,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/restaurantes-romanticos-rio-de-janeiro.html,WARN,96,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_backups/fase2/roteiro-meio-dia-urca-pao-de-acucar.html,WARN,94,WARN,VISUAL,low_opacity,Opacity baixa detectada; validar texto real.,
_backups/fase2/roteiro-meio-dia-urca-pao-de-acucar.html,WARN,94,WARN,VISUAL,light_bg_light_text,Risco de texto claro em fundo claro.,
_backups/fase2/roteiro-meio-dia-urca-pao-de-acucar.html,WARN,94,WARN,VISUAL,dark_bg_dark_text,Risco de texto escuro em fundo escuro.,
_includes/footer.html,FAIL,66,FAIL,SEO,title,Página sem title válido.,
_includes/footer.html,FAIL,66,FAIL,SEO,meta_description,Página sem meta description.,
_includes/footer.html,FAIL,66,FAIL,SEO,canonical,Página sem canonical.,
_includes/footer.html,FAIL,66,WARN,SEO,h1,Página sem H1 detectado.,
_includes/footer.html,FAIL,66,WARN,SEO_SCHEMA,jsonld_missing,Página sem JSON-LD.,
_includes/head-common.html,FAIL,66,FAIL,SEO,title,Página sem title válido.,
_includes/head-common.html,FAIL,66,FAIL,SEO,meta_description,Página sem meta description.,
_includes/head-common.html,FAIL,66,FAIL,SEO,canonical,Página sem canonical.,
_includes/head-common.html,FAIL,66,WARN,SEO,h1,Página sem H1 detectado.,
_includes/head-common.html,FAIL,66,WARN,SEO_SCHEMA,jsonld_missing,Página sem JSON-LD.,
_includes/nav.html,FAIL,66,FAIL,SEO,title,Página sem title válido.,
_includes/nav.html,FAIL,66,FAIL,SEO,meta_description,Página sem meta description.,
_includes/nav.html,FAIL,66,FAIL,SEO,canonical,Página sem canonical.,
